Sequence Name,Locustag,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
NZ_JACHWZ010000004,FHS09_RS05415,WP_183457526.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_JACHWZ010000004,FHS09_RS05415,WP_183457526.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_BMRO01000006,IEZ03_RS16375,WP_221480676.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_GG657758,SSRG_RS05530,WP_244297710.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_GG657758,SSRG_RS05530,WP_244297710.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_GG657758,SSRG_RS05530,WP_244297710.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_GG657758,SSRG_RS05530,WP_244297710.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
NZ_GG657758,SSRG_RS05530,WP_244297710.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_GG657758,SSRG_RS05530,WP_244297710.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_GG657758,SSRG_RS05530,WP_244297710.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_GG657758,SSRG_RS05530,WP_244297710.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_GG657758,SSRG_RS05530,WP_244297710.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_JAFEJA010000001,JE024_RS06925,WP_205372750.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_SBLB01000017,EQG79_RS30440,WP_077921577.1,CDD,cd03380,,Unintegrated,Unintegrated,PAP2_like_1
NZ_SBLB01000017,EQG79_RS30440,WP_077921577.1,PROSITE_PROFILES,PS51257,,Unintegrated,Unintegrated,PROKAR_LIPOPROTEIN
NZ_SBLB01000017,EQG79_RS30440,WP_077921577.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_SBLB01000017,EQG79_RS30440,WP_077921577.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_SBLB01000017,EQG79_RS30440,WP_077921577.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_SBLB01000017,EQG79_RS30440,WP_077921577.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_SBLB01000017,EQG79_RS30440,WP_077921577.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_SBLB01000017,EQG79_RS30440,WP_077921577.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_SBLB01000017,EQG79_RS30440,WP_077921577.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_SBLB01000017,EQG79_RS30440,WP_077921577.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_SBLB01000017,EQG79_RS30440,WP_077921577.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_CP026121,C1703_RS21045,WP_232840548.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_FNCC01000008,BLT23_RS21220,WP_090051539.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_FNCC01000008,BLT23_RS21220,WP_090051539.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP034550,EKG83_RS13300,WP_153278049.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP034550,EKG83_RS13300,WP_153278049.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_CP034550,EKG83_RS13300,WP_153278049.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_CP034550,EKG83_RS13300,WP_153278049.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP034550,EKG83_RS13300,WP_153278049.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP034550,EKG83_RS13300,WP_153278049.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP034550,EKG83_RS13300,WP_153278049.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP034550,EKG83_RS13300,WP_153278049.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_CP034550,EKG83_RS13300,WP_153278049.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP034550,EKG83_RS13300,WP_153278049.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP049616,GVT53_RS13955,WP_166249123.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP049616,GVT53_RS13955,WP_166249123.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
NZ_CP049616,GVT53_RS13955,WP_166249123.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_CP049616,GVT53_RS13955,WP_166249123.1,PROSITE_PROFILES,PS51257,,Unintegrated,Unintegrated,PROKAR_LIPOPROTEIN
NZ_CP049616,GVT53_RS13955,WP_166249123.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP049616,GVT53_RS13955,WP_166249123.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP049616,GVT53_RS13955,WP_166249123.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP049616,GVT53_RS13955,WP_166249123.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP049616,GVT53_RS13955,WP_166249123.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_CP049616,GVT53_RS13955,WP_166249123.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_RBWU01000004,BZB76_RS18645,WP_211343072.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_RBWU01000004,BZB76_RS18645,WP_211343072.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_RBWU01000004,BZB76_RS18645,WP_211343072.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
NZ_RBWU01000004,BZB76_RS18645,WP_211343072.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_RBWU01000004,BZB76_RS18645,WP_211343072.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_RBWU01000004,BZB76_RS18645,WP_211343072.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_RBWU01000004,BZB76_RS18645,WP_211343072.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_RBWU01000004,BZB76_RS18645,WP_211343072.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_RBWU01000004,BZB76_RS18645,WP_211343072.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_RBWU01000004,BZB76_RS18645,WP_211343072.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_RBWU01000004,BZB76_RS18645,WP_211343072.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_AP023358,Jiend_RS25820,WP_212808405.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_AP023358,Jiend_RS25820,WP_212808405.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_AP023358,Jiend_RS25820,WP_212808405.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_AP023358,Jiend_RS25820,WP_212808405.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_AP023358,Jiend_RS25820,WP_212808405.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_AP023358,Jiend_RS25820,WP_212808405.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_AP023358,Jiend_RS25820,WP_212808405.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_CP025407,CXR04_RS06535,WP_234380089.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP025407,CXR04_RS06535,WP_234380089.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP025407,CXR04_RS06535,WP_234380089.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP025407,CXR04_RS06535,WP_234380089.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_CP025407,CXR04_RS06535,WP_234380089.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
NZ_CP025407,CXR04_RS06535,WP_234380089.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP025407,CXR04_RS06535,WP_234380089.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP025407,CXR04_RS06535,WP_234380089.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_CP025407,CXR04_RS06535,WP_234380089.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP025407,CXR04_RS06535,WP_234380089.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP071839,S1361_RS30040,WP_208035021.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP071839,S1361_RS30040,WP_208035021.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_CP071839,S1361_RS30040,WP_208035021.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP071839,S1361_RS30040,WP_208035021.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_CP071839,S1361_RS30040,WP_208035021.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
NZ_CP071839,S1361_RS30040,WP_208035021.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP071839,S1361_RS30040,WP_208035021.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP071839,S1361_RS30040,WP_208035021.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP071839,S1361_RS30040,WP_208035021.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP071839,S1361_RS30040,WP_208035021.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_CP071839,S1361_RS30040,WP_208035021.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP071839,S1361_RS30040,WP_208035021.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_SRRU01000006,E5082_RS18275,WP_135792313.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NC_014815,ML5_RS29085,WP_236619319.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP045997,GJR95_RS12900,WP_162386257.1,CDD,cd03380,,Unintegrated,Unintegrated,PAP2_like_1
NZ_CP045997,GJR95_RS12900,WP_162386257.1,PROSITE_PROFILES,PS51257,,Unintegrated,Unintegrated,PROKAR_LIPOPROTEIN
NZ_CP045997,GJR95_RS12900,WP_162386257.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP045997,GJR95_RS12900,WP_162386257.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_CP045997,GJR95_RS12900,WP_162386257.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP045997,GJR95_RS12900,WP_162386257.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP045997,GJR95_RS12900,WP_162386257.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP045997,GJR95_RS12900,WP_162386257.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP045997,GJR95_RS12900,WP_162386257.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_CP050063,G8759_RS12170,WP_167208294.1,CDD,cd03380,,Unintegrated,Unintegrated,PAP2_like_1
NZ_CP050063,G8759_RS12170,WP_167208294.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_CP050063,G8759_RS12170,WP_167208294.1,PROSITE_PROFILES,PS51257,,Unintegrated,Unintegrated,PROKAR_LIPOPROTEIN
NZ_CP050063,G8759_RS12170,WP_167208294.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP050063,G8759_RS12170,WP_167208294.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_CP050063,G8759_RS12170,WP_167208294.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP050063,G8759_RS12170,WP_167208294.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP050063,G8759_RS12170,WP_167208294.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP050063,G8759_RS12170,WP_167208294.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP050063,G8759_RS12170,WP_167208294.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_WOFH01000023,GNZ18_RS39745,WP_156222606.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_WOFH01000023,GNZ18_RS39745,WP_156222606.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_WOFH01000023,GNZ18_RS39745,WP_156222606.1,GENE3D,G3DSA:1.20.144.10,,Unintegrated,Unintegrated,Phosphatidic acid phosphatase type 2/haloperoxidase
NZ_WOFH01000023,GNZ18_RS39745,WP_156222606.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_WOFH01000023,GNZ18_RS39745,WP_156222606.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_WOFH01000023,GNZ18_RS39745,WP_156222606.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_WOFH01000023,GNZ18_RS39745,WP_156222606.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_WOFH01000023,GNZ18_RS39745,WP_156222606.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NC_021191,L083_RS41405,WP_063643004.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NC_021191,L083_RS41405,WP_063643004.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NC_021191,L083_RS41405,WP_063643004.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NC_021191,L083_RS41405,WP_063643004.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NC_021191,L083_RS41405,WP_063643004.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NC_021191,L083_RS41405,WP_063643004.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NC_021191,L083_RS41405,WP_063643004.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NC_021191,L083_RS41405,WP_063643004.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_CP119135,A6P39_RS44985,WP_275884465.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP119135,A6P39_RS44985,WP_275884465.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP020105,B5M14_RS08935,WP_245826334.1,CDD,cd03380,,Unintegrated,Unintegrated,PAP2_like_1
NZ_CP020105,B5M14_RS08935,WP_245826334.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_CP029601,DLM49_RS06110,WP_125503293.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP029601,DLM49_RS06110,WP_125503293.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_CP029601,DLM49_RS06110,WP_125503293.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP029601,DLM49_RS06110,WP_125503293.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP029601,DLM49_RS06110,WP_125503293.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP029601,DLM49_RS06110,WP_125503293.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP029601,DLM49_RS06110,WP_125503293.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_JACHGN010000002,HNP84_RS05780,WP_185048296.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_JACHGN010000002,HNP84_RS05780,WP_185048296.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_JACHGN010000002,HNP84_RS05780,WP_185048296.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_JACHGN010000002,HNP84_RS05780,WP_185048296.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
NZ_JACHGN010000002,HNP84_RS05780,WP_185048296.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_JACHGN010000002,HNP84_RS05780,WP_185048296.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_JACHGN010000002,HNP84_RS05780,WP_185048296.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_JACHGN010000002,HNP84_RS05780,WP_185048296.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_JACHGN010000002,HNP84_RS05780,WP_185048296.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_JACHGN010000002,HNP84_RS05780,WP_185048296.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_JACHGN010000002,HNP84_RS05780,WP_185048296.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_KB900614,SALPAC6_RS0108375,WP_223874431.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP063845,ISF26_RS08975,WP_230843555.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP063845,ISF26_RS08975,WP_230843555.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_CP063845,ISF26_RS08975,WP_230843555.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP063845,ISF26_RS08975,WP_230843555.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP063845,ISF26_RS08975,WP_230843555.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP063845,ISF26_RS08975,WP_230843555.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP063845,ISF26_RS08975,WP_230843555.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_AP023396,NWFMUON74_RS31505,WP_187685346.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_AP023396,NWFMUON74_RS31505,WP_187685346.1,GENE3D,G3DSA:1.20.144.10,,Unintegrated,Unintegrated,Phosphatidic acid phosphatase type 2/haloperoxidase
NZ_CP017839,NS506_RS07085,WP_052085983.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP017839,NS506_RS07085,WP_052085983.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP017839,NS506_RS07085,WP_052085983.1,GENE3D,G3DSA:1.20.144.10,,Unintegrated,Unintegrated,Phosphatidic acid phosphatase type 2/haloperoxidase
NZ_CP041695,FOH10_RS00865,WP_143979248.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP041695,FOH10_RS00865,WP_143979248.1,GENE3D,G3DSA:1.20.144.10,,Unintegrated,Unintegrated,Phosphatidic acid phosphatase type 2/haloperoxidase
NZ_CP041695,FOH10_RS00865,WP_143979248.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP041695,FOH10_RS00865,WP_143979248.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP059399,H0264_RS09360,WP_181583600.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP059399,H0264_RS09360,WP_181583600.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP059399,H0264_RS09360,WP_181583600.1,GENE3D,G3DSA:1.20.144.10,,Unintegrated,Unintegrated,Phosphatidic acid phosphatase type 2/haloperoxidase
NZ_CP088007,LPY97_RS24090,WP_181583600.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP088007,LPY97_RS24090,WP_181583600.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP088007,LPY97_RS24090,WP_181583600.1,GENE3D,G3DSA:1.20.144.10,,Unintegrated,Unintegrated,Phosphatidic acid phosphatase type 2/haloperoxidase
NZ_CP029710,DMB37_RS05415,WP_135231754.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP029710,DMB37_RS05415,WP_135231754.1,GENE3D,G3DSA:1.20.144.10,,Unintegrated,Unintegrated,Phosphatidic acid phosphatase type 2/haloperoxidase
NZ_LT985361,DBO33_RS27360,WP_107657641.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
