Name,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
Cytoplasmic domain,WP_100405830.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,WP_100405830.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Non cytoplasmic domain,WP_100405830.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Non cytoplasmic domain,WP_100405830.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NAT_SF,WP_053584879.1,CDD,cd04301,,Unintegrated,Unintegrated,NAT_SF
,WP_053584879.1,GENE3D,G3DSA:3.40.630.30,,Unintegrated,Unintegrated,
,WP_053584879.1,GENE3D,G3DSA:3.40.630.30,,Unintegrated,Unintegrated,
"Umud Fragment, subunit A",WP_053375805.1,GENE3D,G3DSA:2.10.109.10,,Unintegrated,Unintegrated,"Umud Fragment, subunit A"
unknown,WP_053375805.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,WP_053375805.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,WP_053375805.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,WP_053375805.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Multidrug efflux transporter AcrB transmembrane domain,WP_056662283.1,SUPERFAMILY,SSF82866,,Unintegrated,Unintegrated,Multidrug efflux transporter AcrB transmembrane domain
Multidrug efflux transporter AcrB transmembrane domain,WP_056662283.1,SUPERFAMILY,SSF82866,,Unintegrated,Unintegrated,Multidrug efflux transporter AcrB transmembrane domain
"Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains",WP_056662283.1,SUPERFAMILY,SSF82693,,Unintegrated,Unintegrated,"Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains"
"Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains",WP_056662283.1,SUPERFAMILY,SSF82693,,Unintegrated,Unintegrated,"Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains"
"Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains",WP_056662283.1,SUPERFAMILY,SSF82693,,Unintegrated,Unintegrated,"Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains"
Multidrug efflux transporter AcrB pore domain,WP_056662283.1,GENE3D,G3DSA:3.30.70.1430,,Unintegrated,Unintegrated,Multidrug efflux transporter AcrB pore domain
Multidrug efflux transporter AcrB transmembrane domain,WP_056662283.1,GENE3D,G3DSA:1.20.1640.10,,Unintegrated,Unintegrated,Multidrug efflux transporter AcrB transmembrane domain
Multidrug efflux transporter AcrB transmembrane domain,WP_056662283.1,GENE3D,G3DSA:1.20.1640.10,,Unintegrated,Unintegrated,Multidrug efflux transporter AcrB transmembrane domain
Multidrug efflux transporter AcrB pore domain,WP_056662283.1,GENE3D,G3DSA:3.30.70.1440,,Unintegrated,Unintegrated,Multidrug efflux transporter AcrB pore domain
Multidrug efflux transporter AcrB pore domain like,WP_056662283.1,GENE3D,G3DSA:3.30.70.1320,,Unintegrated,Unintegrated,Multidrug efflux transporter AcrB pore domain like
Multidrug efflux transporter AcrB pore domain,WP_056662283.1,GENE3D,G3DSA:3.30.70.1430,,Unintegrated,Unintegrated,Multidrug efflux transporter AcrB pore domain
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_056662283.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,WP_056662283.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Non cytoplasmic domain,WP_056662283.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cytoplasmic domain,WP_056662283.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cytoplasmic domain,WP_056662283.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,WP_056662283.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,WP_056662283.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_056662283.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,WP_056662283.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,WP_056662283.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cytoplasmic domain,WP_056662283.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cytoplasmic domain,WP_056662283.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,WP_056662283.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Non cytoplasmic domain,WP_056662283.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Non cytoplasmic domain,WP_056662283.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_208917831.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,WP_208917831.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cytoplasmic domain,WP_208917831.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Signal Peptide,WP_208917831.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,WP_208917831.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,WP_208917831.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cytoplasmic domain,WP_208917831.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,WP_208917831.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_208917831.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,WP_208917831.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cytoplasmic domain,WP_208917831.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,WP_208917831.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal peptide H-region,WP_208917831.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Cytoplasmic domain,WP_208917831.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,WP_208917831.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal peptide N-region,WP_208917831.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
Cytoplasmic domain,WP_208917831.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Signal peptide C-region,WP_208917831.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
Non cytoplasmic domain,WP_208917831.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Non cytoplasmic domain,WP_208917831.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
ABC_ATPase,WP_059335307.1,CDD,cd00267,,Unintegrated,Unintegrated,ABC_ATPase
SKFA PEPTIDE EXPORT ATP-BINDING PROTEIN SKFE,WP_059335307.1,PANTHER,PTHR43158,,Unintegrated,Unintegrated,SKFA PEPTIDE EXPORT ATP-BINDING PROTEIN SKFE
HTH_TipAL-Mta,A6A29_RS39635,CDD,cd01106,,Unintegrated,Unintegrated,HTH_TipAL-Mta
Coil,A6A29_RS39635,COILS,Coil,,Unintegrated,Unintegrated,Coil
disorder_prediction,A6A29_RS39635,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
,A6A29_RS39635,GENE3D,G3DSA:1.10.1660.10,,Unintegrated,Unintegrated,
"Umud Fragment, subunit A",WP_053375805.1,GENE3D,G3DSA:2.10.109.10,,Unintegrated,Unintegrated,"Umud Fragment, subunit A"
unknown,WP_053375805.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,WP_053375805.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,WP_053375805.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,WP_053375805.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
NONRIBOSOMAL PEPTIDE SYNTHETASE,WP_068791798.1,PANTHER,PTHR45527,,Unintegrated,Unintegrated,NONRIBOSOMAL PEPTIDE SYNTHETASE
Coil,WP_068791798.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
Coil,WP_068791798.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
PRK04813.1,WP_068791798.1,NCBIFAM,NF003417,,Unintegrated,Unintegrated,PRK04813.1
A_NRPS,WP_068791798.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
A_NRPS,WP_068791798.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
LCL_NRPS-like,WP_068791798.1,CDD,cd19531,,Unintegrated,Unintegrated,LCL_NRPS-like
Acetyl-CoA synthetase-like,WP_068791798.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
Acetyl-CoA synthetase-like,WP_068791798.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,WP_068791798.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_068791798.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_068791798.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_068791798.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
,WP_068791798.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
,WP_068791798.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
Luciferase; Domain 3,WP_068791798.1,GENE3D,G3DSA:2.30.38.10,,Unintegrated,Unintegrated,Luciferase; Domain 3
"Nonribosomal peptide synthetase, condensation domain",WP_068791798.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
"Nonribosomal peptide synthetase, condensation domain",WP_068791798.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
Helix hairpin bin,WP_068791798.1,GENE3D,G3DSA:1.10.287.490,,Unintegrated,Unintegrated,Helix hairpin bin
SignalP-TM,WP_110255722.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
disorder_prediction,WP_110255722.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,WP_110255722.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
,WP_110255722.1,GENE3D,G3DSA:2.60.120.260,,Unintegrated,Unintegrated,
Non cytoplasmic domain,WP_110255722.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,WP_110255722.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide N-region,WP_110255722.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
Signal peptide C-region,WP_110255722.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
Signal peptide H-region,WP_110255722.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
,WP_107933678.1,GENE3D,G3DSA:3.40.50.12590,,Unintegrated,Unintegrated,
PRK12292.2-4,WP_107933678.1,NCBIFAM,NF008941,,Unintegrated,Unintegrated,PRK12292.2-4
,WP_121151055.1,GENE3D,G3DSA:3.40.50.1360,,Unintegrated,Unintegrated,
PRK00443.1-4,WP_121151055.1,NCBIFAM,NF001684,,Unintegrated,Unintegrated,PRK00443.1-4
,WP_128430379.1,GENE3D,G3DSA:3.40.50.2300,,Unintegrated,Unintegrated,
REC_NarL-like,WP_128430379.1,CDD,cd17535,,Unintegrated,Unintegrated,REC_NarL-like
unknown,WP_246130594.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,WP_246130594.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,WP_246130594.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,WP_246130594.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
ATP-DEPENDENT RNA HELICASE,WP_161478968.1,PANTHER,PTHR18934,,Unintegrated,Unintegrated,ATP-DEPENDENT RNA HELICASE
DEXHc_HrpA,WP_161478968.1,CDD,cd17989,,Unintegrated,Unintegrated,DEXHc_HrpA
SF2_C_RHA,WP_161478968.1,CDD,cd18791,,Unintegrated,Unintegrated,SF2_C_RHA
PRK11131.1,WP_161478968.1,NCBIFAM,NF008348,,Unintegrated,Unintegrated,PRK11131.1
,WP_161478968.1,GENE3D,G3DSA:1.20.120.1080,,Unintegrated,Unintegrated,
HA2_C,WP_161478968.1,PFAM,PF21010,,Unintegrated,Unintegrated,HA2_C
disorder_prediction,,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
GGDEF,WP_169833168.1,NCBIFAM,TIGR00254,IPR000160,GGDEF_dom,DOMAIN,GGDEF
GGDEF,WP_169833168.1,CDD,cd01949,IPR000160,GGDEF_dom,DOMAIN,GGDEF
GGDEF,WP_169833168.1,PROSITE_PROFILES,PS50887,IPR000160,GGDEF_dom,DOMAIN,GGDEF
GGDEF,WP_169833168.1,PFAM,PF00990,IPR000160,GGDEF_dom,DOMAIN,GGDEF
duf1_3,WP_169833168.1,SMART,SM00267,IPR000160,GGDEF_dom,DOMAIN,duf1_3
GNAT,WP_053584879.1,PROSITE_PROFILES,PS51186,IPR000182,GNAT_dom,DOMAIN,GNAT
Acetyltransf_3,WP_053584879.1,PFAM,PF13302,IPR000182,GNAT_dom,DOMAIN,Acetyltransf_3
Acetyltransf_1,WP_053584879.1,PFAM,PF00583,IPR000182,GNAT_dom,DOMAIN,Acetyltransf_1
UVRD / RECB / PCRA DNA HELICASE FAMILY MEMBER,WP_189735071.1,PANTHER,PTHR11070,IPR000212,DNA_helicase_UvrD/REP,FAMILY,UVRD / RECB / PCRA DNA HELICASE FAMILY MEMBER
sigpep_I_bact,WP_053375805.1,NCBIFAM,TIGR02227,IPR000223,Pept_S26A_signal_pept_1,FAMILY,sigpep_I_bact
LEADERPTASE,WP_053375805.1,PRINTS,PR00727,IPR000223,Pept_S26A_signal_pept_1,FAMILY,LEADERPTASE
SIGNAL PEPTIDASE I,WP_053375805.1,PANTHER,PTHR43390,IPR000223,Pept_S26A_signal_pept_1,FAMILY,SIGNAL PEPTIDASE I
sigpep_I_bact,WP_053375805.1,NCBIFAM,TIGR02227,IPR000223,Pept_S26A_signal_pept_1,FAMILY,sigpep_I_bact
LEADERPTASE,WP_053375805.1,PRINTS,PR00727,IPR000223,Pept_S26A_signal_pept_1,FAMILY,LEADERPTASE
SIGNAL PEPTIDASE I,WP_053375805.1,PANTHER,PTHR43390,IPR000223,Pept_S26A_signal_pept_1,FAMILY,SIGNAL PEPTIDASE I
TonB_dep_Rec_b-barrel,WP_050046554.1,PFAM,PF00593,IPR000531,TonB-dep_rcpt_b-brl,DOMAIN,TonB_dep_Rec_b-barrel
HTHMERR,WP_014984241.1,PRINTS,PR00040,IPR000551,MerR-type_HTH_dom,DOMAIN,HTHMERR
HTH_MERR_2,WP_014984241.1,PROSITE_PROFILES,PS50937,IPR000551,MerR-type_HTH_dom,DOMAIN,HTH_MERR_2
merrmega3,WP_014984241.1,SMART,SM00422,IPR000551,MerR-type_HTH_dom,DOMAIN,merrmega3
MerR_1,WP_014984241.1,PFAM,PF13411,IPR000551,MerR-type_HTH_dom,DOMAIN,MerR_1
HTHMERR,WP_042255560.1,PRINTS,PR00040,IPR000551,MerR-type_HTH_dom,DOMAIN,HTHMERR
HTH_MERR_2,WP_042255560.1,PROSITE_PROFILES,PS50937,IPR000551,MerR-type_HTH_dom,DOMAIN,HTH_MERR_2
merrmega3,WP_042255560.1,SMART,SM00422,IPR000551,MerR-type_HTH_dom,DOMAIN,merrmega3
MerR_1,WP_042255560.1,PFAM,PF13411,IPR000551,MerR-type_HTH_dom,DOMAIN,MerR_1
HTHMERR,WP_126915329.1,PRINTS,PR00040,IPR000551,MerR-type_HTH_dom,DOMAIN,HTHMERR
HTH_MERR_1,WP_126915329.1,PROSITE_PATTERNS,PS00552,IPR000551,MerR-type_HTH_dom,DOMAIN,HTH_MERR_1
HTH_MERR_2,WP_126915329.1,PROSITE_PROFILES,PS50937,IPR000551,MerR-type_HTH_dom,DOMAIN,HTH_MERR_2
merrmega3,WP_126915329.1,SMART,SM00422,IPR000551,MerR-type_HTH_dom,DOMAIN,merrmega3
MerR_1,WP_126915329.1,PFAM,PF13411,IPR000551,MerR-type_HTH_dom,DOMAIN,MerR_1
HTHMERR,WP_004940355.1,PRINTS,PR00040,IPR000551,MerR-type_HTH_dom,DOMAIN,HTHMERR
HTH_MERR_1,WP_004940355.1,PROSITE_PATTERNS,PS00552,IPR000551,MerR-type_HTH_dom,DOMAIN,HTH_MERR_1
HTH_MERR_2,WP_004940355.1,PROSITE_PROFILES,PS50937,IPR000551,MerR-type_HTH_dom,DOMAIN,HTH_MERR_2
merrmega3,WP_004940355.1,SMART,SM00422,IPR000551,MerR-type_HTH_dom,DOMAIN,merrmega3
MerR_1,WP_004940355.1,PFAM,PF13411,IPR000551,MerR-type_HTH_dom,DOMAIN,MerR_1
HTHMERR,WP_268772670.1,PRINTS,PR00040,IPR000551,MerR-type_HTH_dom,DOMAIN,HTHMERR
HTH_MERR_1,WP_268772670.1,PROSITE_PATTERNS,PS00552,IPR000551,MerR-type_HTH_dom,DOMAIN,HTH_MERR_1
HTH_MERR_2,WP_268772670.1,PROSITE_PROFILES,PS50937,IPR000551,MerR-type_HTH_dom,DOMAIN,HTH_MERR_2
merrmega3,WP_268772670.1,SMART,SM00422,IPR000551,MerR-type_HTH_dom,DOMAIN,merrmega3
MerR_1,WP_268772670.1,PFAM,PF13411,IPR000551,MerR-type_HTH_dom,DOMAIN,MerR_1
HTHMERR,A6A29_RS39635,PRINTS,PR00040,IPR000551,MerR-type_HTH_dom,DOMAIN,HTHMERR
HTH_MERR_2,A6A29_RS39635,PROSITE_PROFILES,PS50937,IPR000551,MerR-type_HTH_dom,DOMAIN,HTH_MERR_2
merrmega3,A6A29_RS39635,SMART,SM00422,IPR000551,MerR-type_HTH_dom,DOMAIN,merrmega3
MerR,A6A29_RS39635,PFAM,PF00376,IPR000551,MerR-type_HTH_dom,DOMAIN,MerR
HTHLUXR,WP_221322574.1,PRINTS,PR00038,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,HTHLUXR
LuxR_C_like,WP_221322574.1,CDD,cd06170,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,LuxR_C_like
HTH_LUXR_2,WP_221322574.1,PROSITE_PROFILES,PS50043,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,HTH_LUXR_2
GerE,WP_221322574.1,PFAM,PF00196,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,GerE
luxrmega5,WP_221322574.1,SMART,SM00421,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,luxrmega5
HTHLUXR,WP_190115189.1,PRINTS,PR00038,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,HTHLUXR
HTH_LUXR_1,WP_190115189.1,PROSITE_PATTERNS,PS00622,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,HTH_LUXR_1
LuxR_C_like,WP_190115189.1,CDD,cd06170,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,LuxR_C_like
HTH_LUXR_2,WP_190115189.1,PROSITE_PROFILES,PS50043,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,HTH_LUXR_2
GerE,WP_190115189.1,PFAM,PF00196,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,GerE
luxrmega5,WP_190115189.1,SMART,SM00421,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,luxrmega5
HTHLUXR,WP_168509944.1,PRINTS,PR00038,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,HTHLUXR
LuxR_C_like,WP_168509944.1,CDD,cd06170,IPR000792,Tscrpt_reg_LuxR_C,DOMAIN,LuxR_C_like
