Accession	Organism	TaxID	Taxonomic_Lineage
WP_139825998.1	  Mycobacterium parmense	185642	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium simiae complex
WP_083171499.1	  Mycobacterium paraseoulense	590652	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium
WP_176497540.1	  Sphingomonas sp. HMP6	1517551	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; unclassified Sphingomonas
WP_176497545.1	  Sphingomonas sp. HMP6	1517551	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; unclassified Sphingomonas
WP_173236750.1	  Legionella antarctica	2708020	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
Pflav_RS02160	Not found	Not found	Not found
WP_173152391.1	  Phytohabitans suffuscus	624315	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Phytohabitans
WP_197945717.1	  Phytohabitans suffuscus	624315	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Phytohabitans
WP_173153341.1	  Phytohabitans suffuscus	624315	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Phytohabitans
WP_173153350.1	  Phytohabitans suffuscus	624315	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Phytohabitans
WP_201329884.1	  Candidatus Profftella armatura (Diaphorina cf. continua)	2661583	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Betaproteobacteria incertae sedis; Candidatus Profftella
WP_180641731.1	  Agrobacterium vitis	373	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium
WP_099348563.1	  Acetobacter aceti	435	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acetobacter; Acetobacter subgen. Acetobacter
WP_203648462.1	  Pseudomonas sp. RtIB026	2749999	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; unclassified Pseudomonas
WP_051801897.1	  Actinocatenispora sera	390989	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Actinocatenispora
WP_212818003.1	  Polymorphospora rubra	338584	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Polymorphospora
WP_212840412.1	  Catellatospora sp. IY07-71	2728827	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Catellatospora; unclassified Catellatospora
WP_212844424.1	  Catellatospora sp. IY07-71	2728827	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Catellatospora; unclassified Catellatospora
WP_187687888.1	  Nocardia wallacei	480035	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia
WP_187683802.1	  Nocardia wallacei	480035	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia
WP_190854960.1	  Streptomyces aurantiacus	47760	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces aurantiacus group
WP_059247144.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_079081191.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_059246577.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_011061076.1	  Pseudomonas	286	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
WP_011061079.1	  Pseudomonas	286	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
WP_011061079.1	  Pseudomonas	286	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
WP_102863357.1	  Pseudomonas	286	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
WP_213436611.1	  Lysobacteraceae	32033	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales
WP_213436631.1	  Lysobacteraceae	32033	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales
WP_049471199.1	  Stenotrophomonas	40323	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae
WP_019405667.1	  Stutzerimonas stutzeri group	136846	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Stutzerimonas
WP_255658339.1	  Actinoplanes sp. L3-i22	2836373	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Actinoplanes; unclassified Actinoplanes
WP_038182362.1	  Vibrio rhizosphaerae	398736	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
WP_248485788.1	  Pseudomonas sp. CYM-20-01	2870750	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; unclassified Pseudomonas
WP_236974974.1	  Mycobacterium	1763	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae
WP_244457888.1	  Roseomonas fluvialis	1750527	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Acetobacterales; Roseomonadaceae; Roseomonas
WP_251970634.1	  Sphaerotilus microaerophilus	2914710	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sphaerotilaceae; Sphaerotilus
WP_012166211.1	  Acaryochloris marina	155978	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Acaryochloridales; Acaryochloridaceae; Acaryochloris
WP_264789226.1	  Aureispira anguillae	2864201	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Saprospiria; Saprospirales; Saprospiraceae; Aureispira
WP_193226895.1	  Pseudoalteromonas distincta	77608	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas
WP_018169134.1	  Thioalkalivibrio sp. ALMg9	1266912	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Thioalkalivibrio; unclassified Thioalkalivibrio
WP_037433648.1	  Serratia plymuthica	82996	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia
WP_006327996.1	  Serratia plymuthica	82996	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia
WP_027863915.1	  Massilia alkalitolerans	286638	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Telluria group; Massilia
WP_026630169.1	  Dyadobacter alkalitolerans	492736	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Spirosomataceae; Dyadobacter
WP_028934907.1	  Pseudonocardia spinosispora	103441	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia
WP_026449892.1	  Aequorivita capsosiphonis	487317	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Aequorivita
WP_028993873.1	  Azonexus hydrophilus	418702	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Rhodocyclales; Azonexaceae; Azonexus
WP_028238184.1	  Stutzerimonas azotifigens	291995	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Stutzerimonas
WP_028695670.1	  Pseudomonas cremoricolorata	157783	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
WP_028007443.1	  Solimonas flava	415849	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Nevskiales; Nevskiaceae; Solimonas
WP_036564180.1	  Nocardioides halotolerans	433660	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Nocardioides
WP_028292103.1	  Oceanobacter kriegii	64972	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Oceanobacter
WP_027069830.1	  Novilysobacter defluvii	391738	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Novilysobacter
WP_027883969.1	  Mesonia mobilis	369791	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Mesonia
WP_037763582.1	  Streptomyces sp. 142MFCol3.1	1172179	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WP_199791387.1	  Streptomyces sp. 142MFCol3.1	1172179	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WP_051176094.1	  Luteimonas mephitis	83615	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Luteimonas
WP_027079621.1	  Luteimonas mephitis	83615	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Luteimonas
WP_051322572.1	  unclassified Luteimonas	2629088	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Luteimonas
WP_028311954.1	  Derxia gummosa	203699	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Derxia
WP_156924719.1	  Pseudoxanthomonas sp. J35	935852	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Pseudoxanthomonas; unclassified Pseudoxanthomonas
WP_019099566.1	  Pseudomonas	286	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
WP_027604987.1	  unclassified Pseudomonas	196821	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
WP_027922081.1	  Pseudomonas	286	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
WP_079080568.1	  Streptomyces ardesiacus	285564	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_055468169.1	  Streptomyces ardesiacus	285564	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_030403250.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_062428326.1	  Herbidospora daliensis	295585	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Herbidospora
WP_006374356.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_089128079.1	  Tolypothrix sp. NIES-4075	2005459	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Tolypothrichaceae; Tolypothrix; unclassified Tolypothrix
WP_089129922.1	  Tolypothrix sp. NIES-4075	2005459	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Tolypothrichaceae; Tolypothrix; unclassified Tolypothrix
WP_089129923.1	  Tolypothrix sp. NIES-4075	2005459	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Tolypothrichaceae; Tolypothrix; unclassified Tolypothrix
WP_109004112.1	  Streptomyces rishiriensis	68264	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_109032229.1	  Streptomyces rubrogriseus	194673	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces violaceoruber group
WP_244941869.1	  Streptomyces rubrogriseus	194673	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces violaceoruber group
WP_116376213.1	  Mycobacterium sp. MFM001	2049453	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; unclassified Mycobacterium
WP_119069508.1	  Aggregatilinea lenta	913108	cellular organisms; Bacteria; Bacillati; Chloroflexota; Anaerolineae; Aggregatilineales; Aggregatilineaceae; Aggregatilinea
WP_124705274.1	  Sulfuriferula multivorans	1559896	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Sulfuricellaceae; Sulfuriferula
WP_143630535.1	  unclassified Streptomyces	2593676	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_235903003.1	  Streptomyces sp. 1-11	2590549	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WP_043034447.1	  Stenotrophomonas	40323	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae
WP_159650965.1	  Vibrio atypicus	558271	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
WP_202626623.1	  Steroidobacter agaridevorans	2695856	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Steroidobacter
WP_161829470.1	  Steroidobacter agaridevorans	2695856	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Steroidobacter
WP_079722529.1	  Pseudoxanthomonas indica	428993	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Pseudoxanthomonas
WP_188381395.1	  Oxalicibacterium faecigallinarum	573741	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Oxalicibacterium
WP_188381825.1	  Oxalicibacterium faecigallinarum	573741	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Oxalicibacterium
WP_188706134.1	  Polaromonas eurypsychrophila	1614635	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Polaromonas
WP_091445541.1	  Micromonospora yangpuensis	683228	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora
WP_189185702.1	  Streptomyces albiflavescens	1623582	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_229703825.1	  Streptomyces albiflavescens	1623582	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189192362.1	  Streptomyces albiflavescens	1623582	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189036033.1	  Streptomyces daqingensis	1472640	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189036038.1	  Streptomyces daqingensis	1472640	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_229679747.1	  Saccharopolyspora	1835	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae
WP_189176074.1	  Streptomyces lasiicapitis	1923961	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189249596.1	  Streptosporangium pseudovulgare	35765	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Streptosporangium
WP_189210441.1	  Actinokineospora fastidiosa	1816	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Actinokineospora
WP_189226199.1	  Saccharothrix coeruleofusca	33919	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Saccharothrix
WP_189295537.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
IEZ20_RS30090	Not found	Not found	Not found
WP_150193335.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_189919216.1	  Streptomyces asoensis	249586	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189926032.1	  Streptomyces asoensis	249586	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189751149.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_190010870.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_189932528.1	  Streptomyces aurantiogriseus	66870	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_229818788.1	  Streptomyces lateritius	67313	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189962858.1	  Streptomyces violascens	67381	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_190014480.1	  Streptomyces lucensis	67319	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_015610247.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_193515693.1	  Streptomyces rochei group	2867164	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_137299132.1	  Streptomyces galbus	33898	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_137299129.1	  Streptomyces galbus	33898	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_137298961.1	  Streptomyces galbus	33898	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189966480.1	  Streptomyces avidinii	1895	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_238363714.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_003971674.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_189848533.1	  Streptomyces omiyaensis	68247	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_190049549.1	  Streptomyces lomondensis	68229	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189401849.1	  Arenicella chitinivorans	1329800	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Arenicellales; Arenicellaceae; Arenicella
WP_229826415.1	  Nocardiopsis terrae	372655	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Nocardiopsidaceae; Nocardiopsis
WP_189405616.1	  Alteromonas halophila	516698	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas/Salinimonas group; Alteromonas
WP_189449902.1	  Cognatilysobacter xinjiangensis	546892	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Cognatilysobacter
WP_189449931.1	  Cognatilysobacter xinjiangensis	546892	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Cognatilysobacter
WP_229792480.1	  Cognatilysobacter bugurensis	543356	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Cognatilysobacter
WP_229882774.1	  Pseudorhodoferax aquiterrae	747304	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Pseudorhodoferax
WP_191323837.1	  Novosphingobium pokkalii	1770194	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium
WP_189675275.1	  Sphingomonas glacialis	658225	
WP_191298742.1	  Lentzea cavernae	2020703	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Lentzea
WP_145935297.1	  Amycolatopsis bartoniae	941986	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis
WP_145935441.1	  Amycolatopsis bartoniae	941986	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis
WP_191255532.1	  Amycolatopsis oliviviridis	1471590	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis
WP_191258085.1	  Amycolatopsis oliviviridis	1471590	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis
WP_190204514.1	  Streptomyces fumanus	67302	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_190205640.1	  Streptomyces fumanus	67302	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_190061443.1	  Streptomyces griseocarneus	51201	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_171079304.1	  Streptomyces morookaense	1970	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_171078753.1	  Streptomyces morookaense	1970	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189919832.1	  Kitasatospora xanthocidica	83382	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora
WP_190143759.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_190145012.1	  Streptomyces glebosus	249580	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189994979.1	  Streptomyces rubradiris	285531	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_271204703.1	  Methylopila jiangsuensis	586230	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylopilaceae; Methylopila
WP_271204704.1	  Methylopila jiangsuensis	586230	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylopilaceae; Methylopila
WP_150676092.1	  Pseudomonas cyclaminis	2781239	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group
WP_034105872.1	  Pseudomonas lurida	244566	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
WP_150638050.1	  Pseudomonas fluorescens	294	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group
WP_150756768.1	  Pseudomonas fluorescens	294	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group
WP_154910330.1	  Pseudomonas	286	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
WP_154861166.1	  Pseudomonas	286	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
WP_150771846.1	  Pseudomonas fluorescens	294	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group
