Accession	Organism	TaxID	Taxonomic_Lineage
WSP51834.1	  Streptomyces sp. NBC_01243	2903796	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSP40140.1	  Streptomyces sp. NBC_01244	2903797	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WUS65774.1	  Kitasatospora sp. NBC_01246	2903570	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora; unclassified Kitasatospora
WUS38996.1	  Kitasatospora sp. NBC_01250	2903571	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora; unclassified Kitasatospora
WUS39773.1	  Kitasatospora sp. NBC_01250	2903571	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora; unclassified Kitasatospora
WUS40861.1	  Kitasatospora sp. NBC_01250	2903571	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora; unclassified Kitasatospora
WUS34720.1	  Streptomyces sp. NBC_01255	2903798	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WUS08937.1	  Streptomyces sp. NBC_01260	2903801	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WUR95791.1	  Streptomyces sp. NBC_01261	2903802	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSL77138.1	  Kitasatospora sp. NBC_01266	2903572	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora; unclassified Kitasatospora
WSL40328.1	  Streptomyces sp. NBC_01268	2903806	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSL04345.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WSK58199.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WSK72490.1	  Streptomyces sp. NBC_01276	2903808	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSL21690.1	  Streptomyces sp. NBC_01283	2903812	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSK81389.1	  Amycolatopsis sp. NBC_01286	2903560	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis; unclassified Amycolatopsis
WSK77939.1	  Amycolatopsis sp. NBC_01286	2903560	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis; unclassified Amycolatopsis
WSL06800.1	  Streptomyces sp. NBC_01288	2903814	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSK44526.1	  Micromonospora maris	1003110	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora
WSK10196.1	  Kitasatospora sp. NBC_01300	2903574	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora; unclassified Kitasatospora
WSJ68024.1	  Kitasatospora sp. NBC_01302	2903575	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora; unclassified Kitasatospora
WSJ68787.1	  Kitasatospora sp. NBC_01302	2903575	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora; unclassified Kitasatospora
WSJ70027.1	  Kitasatospora sp. NBC_01302	2903575	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora; unclassified Kitasatospora
WSJ74940.1	  Amycolatopsis sp. NBC_01307	2903561	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis; unclassified Amycolatopsis
WTX00243.1	  Streptomycetaceae bacterium NBC_01309	3115366	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; unclassified Streptomycetaceae
WTW94136.1	  Streptomycetaceae bacterium NBC_01309	3115366	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; unclassified Streptomycetaceae
WTW96638.1	  Streptomycetaceae bacterium NBC_01309	3115366	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; unclassified Streptomycetaceae
WSJ52553.1	  Streptomyces sp. NBC_01318	2903823	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSJ96960.1	  Streptomyces sp. NBC_01320	2903824	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSJ23470.1	  Streptomyces sp. NBC_01324	2903826	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSJ18277.1	  Nocardia sp. NBC_01327	2903593	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia; unclassified Nocardia
WSJ01513.1	  Nocardia sp. NBC_01329	2903594	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia; unclassified Nocardia
WSI96181.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WSF50164.1	  Streptomyces canus	58343	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces aurantiacus group
WSN70623.1	  Streptomyces sp. NBC_01361	2903838	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSN61885.1	  Streptomyces sp. NBC_01362	2903839	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSN33650.1	  Streptomyces uncialis	1048205	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WUA38128.1	  Streptomyces sp. NBC_01369	2903842	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTZ90070.1	  Streptomyces sp. NBC_01378	2903844	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTZ66156.1	  Streptomyces sp. NBC_01383	2903846	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTZ70792.1	  Streptomyces sp. NBC_01386	2903848	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTZ26099.1	  Microbispora sp. NBC_01389	2903584	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Microbispora; unclassified Microbispora
WTZ41328.1	  Streptomyces sp. NBC_01390	2903850	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTZ06291.1	  Micromonospora sp. NBC_01392	2903588	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora
WTZ03262.1	  Micromonospora sp. NBC_01392	2903588	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora
WTY86795.1	  Sphaerisporangium sp. NBC_01403	2903599	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Sphaerisporangium; unclassified Sphaerisporangium
WTY82064.1	  Micromonospora sp. NBC_01405	2903589	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora
WTY65629.1	  Streptomyces sp. NBC_01410	2903856	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTY48286.1	  Micromonospora sp. NBC_01412	2903590	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora
WUX16186.1	  Streptomyces sp. NBC_01439	2903867	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WUW83115.1	  Streptomyces sp. NBC_01453	2903873	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WUW49303.1	  Streptomyces sp. NBC_01460	2903875	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WUW42623.1	  Micromonospora rifamycinica	291594	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora
WUW38356.1	  Micromonospora rifamycinica	291594	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora
WUW15953.1	  Streptomyces sp. NBC_01465	2903878	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WUW06923.1	  Streptosporangium sp. NBC_01469	2903898	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Streptosporangium; unclassified Streptosporangium
WUW02409.1	  Streptosporangium sp. NBC_01469	2903898	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Streptosporangium; unclassified Streptosporangium
WUV90864.1	  Streptomyces canus	58343	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces aurantiacus group
WUV58329.1	  Amycolatopsis sp. NBC_01480	2903562	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis; unclassified Amycolatopsis
WUV11152.1	  Amycolatopsis sp. NBC_01488	2903563	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis; unclassified Amycolatopsis
WUV02174.1	  Actinoallomurus sp. NBC_01490	2903557	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Thermomonosporaceae; Actinoallomurus; unclassified Actinoallomurus
WUU97743.1	  Actinoallomurus sp. NBC_01490	2903557	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Thermomonosporaceae; Actinoallomurus; unclassified Actinoallomurus
WUU89165.1	  Spirillospora sp. NBC_01491	2976007	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Thermomonosporaceae; Spirillospora; unclassified Spirillospora
WTL64843.1	  Streptosporangium sp. NBC_01495	2903899	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Streptosporangium; unclassified Streptosporangium
WTK90445.1	  Kribbella sp. NBC_01510	2903581	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Kribbellaceae; Kribbella; unclassified Kribbella
WTK29113.1	  Streptomyces sp. NBC_01527	2903894	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTJ52628.1	  Streptomyces sp. NBC_01544	2975871	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTH54750.1	  Streptomyces sp. NBC_01547	2975873	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTH46106.1	  Streptomyces sp. NBC_01550	2975875	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTH42285.1	  Streptomyces sp. NBC_01553	2975877	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTG85229.1	  Streptomyces sp. NBC_01563	2975880	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTG66540.1	  Streptomyces sp. NBC_01568	2975882	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTH08171.1	  Streptomyces sp. NBC_01578	2975884	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTG43256.1	  Streptomyces sp. NBC_01579	2975885	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTF99065.1	  Streptomyces sp. NBC_01590	2975887	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTF90933.1	  Streptomyces sp. NBC_01592	2975889	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTF56607.1	  Streptomyces sp. NBC_01597	2975891	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTF86053.1	  Micromonospora globbae	1894969	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora
WTF87733.1	  Micromonospora globbae	1894969	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora
WTE78986.1	  Streptomyces sp. NBC_01612	2975895	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTE60623.1	  Streptomyces sp. NBC_01617	2975899	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTE34645.1	  Streptomyces sp. NBC_01618	2975900	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTE52519.1	  Streptomyces sp. NBC_01620	2975902	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTE00656.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WTE11639.1	  Streptomyces uncialis	1048205	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WTD85933.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WTD70440.1	  Streptomyces griseus	1911	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup
WTD89682.1	  Streptomyces sp. NBC_01637	2975905	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTD51576.1	  Streptosporangium sp. NBC_01639	2975948	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Streptosporangium; unclassified Streptosporangium
WTD45698.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WTD34231.1	  Streptomyces sp. NBC_01643	2975906	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTC99996.1	  Streptomyces sp. NBC_01650	2975907	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTC86940.1	  Streptomyces griseus	1911	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup
WTC81184.1	  Streptomyces sp. NBC_01653	2975908	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WTC39666.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WTC45783.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WTC33515.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WTB79602.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WTB67011.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WSN08166.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WSN12698.1	  Micromonospora sp. NBC_01699	2975984	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora
WSM56690.1	  Streptomyces sp. NBC_01707	2975914	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSM14780.1	  Streptomyces sp. NBC_01717	2975918	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSL99502.1	  Streptomyces sp. NBC_01718	2975919	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSL95321.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WSL69876.1	  Streptomyces sp. NBC_01723	2975921	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSL73011.1	  Streptomyces sp. NBC_01723	2975921	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSL85198.1	  Streptomyces sp. NBC_01724	2975922	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSG69487.1	  Nonomuraea glycinis	2047744	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Nonomuraea
WSG81809.1	  Streptomyces sp. NBC_01727	2975924	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSG62315.1	  Nocardia sp. NBC_01730	2975998	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia; unclassified Nocardia
WSG56025.1	  Streptomyces sp. NBC_01732	2975926	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSG41983.1	  Dactylosporangium sp. NBC_01737	2975959	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Dactylosporangium; unclassified Dactylosporangium
WSG15350.1	  Nonomuraea sp. NBC_01738	2976003	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Nonomuraea; unclassified Nonomuraea
WSG10951.1	  Micromonospora sp. NBC_01739	2975985	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora
WSG05458.1	  Micromonospora sp. NBC_01740	2975986	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora
WSF85998.1	  Streptomyces sp. NBC_01744	2975927	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSD44105.1	  Streptomyces albidoflavus	1886	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group
WSD25493.1	  Streptomyces sp. NBC_01751	2975929	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSD02853.1	  Streptosporangium sp. NBC_01755	2975949	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Streptosporangium; unclassified Streptosporangium
WSC89795.1	  Streptosporangium sp. NBC_01756	2975950	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Streptosporangium; unclassified Streptosporangium
WSC82413.1	  Streptomyces virginiae	1961	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WSC70145.1	  Streptomyces sp. NBC_01760	2975931	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSC55162.1	  Streptomyces sp. NBC_01761	2975932	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSC45829.1	  Streptomyces sp. NBC_01762	2975933	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSC37718.1	  Streptomyces sp. NBC_01763	2975934	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSC33147.1	  Streptomyces sp. NBC_01768	2975938	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSA86778.1	  Micromonospora sp. NBC_01796	2975987	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora
WSA86955.1	  Micromonospora sp. NBC_01796	2975987	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora
WSA77536.1	  Streptomyces sp. NBC_01799	2975944	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSA69042.1	  Streptomyces sp. NBC_01800	2975945	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSA52395.1	  Nonomuraea fuscirosea	1291556	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Nonomuraea
WSA42346.1	  Streptomyces sp. NBC_01808	2975947	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSA42425.1	  Streptomyces sp. NBC_01808	2975947	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WSA35554.1	  Micromonospora peucetia	47871	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora
WSA25757.1	  Streptosporangium sp. NBC_01810	2975951	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Streptosporangium; unclassified Streptosporangium
WSA17899.1	  Streptosporangium subroseum	106412	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Streptosporangium
WP_011904934.1	  Salinispora tropica	168695	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Salinispora
WP_012409844.1	  Nostoc punctiforme	272131	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Nostocaceae; Nostoc
