Name,Sequence Name,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
,NZ_CP022088|c2793595-2860865|2804316-2805152|+|CEQ30_RS12350|MerR_family_transcriptional_regulator|WP_042255560.1,GENE3D,G3DSA:1.10.1660.10,,Unintegrated,Unintegrated,
disorder_prediction,NZ_CP022088|c2793595-2860865|2804316-2805152|+|CEQ30_RS12350|MerR_family_transcriptional_regulator|WP_042255560.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NZ_CP022088|c2793595-2860865|2804316-2805152|+|CEQ30_RS12350|MerR_family_transcriptional_regulator|WP_042255560.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
q2cbj1_9rhob like domain,NZ_CP118496|c2987152-3059354|3003982-3004809|+|PVK79_RS12940|phytanoyl-CoA_dioxygenase_family_protein|WP_257325810.1,GENE3D,G3DSA:2.60.120.620,,Unintegrated,Unintegrated,q2cbj1_9rhob like domain
PHYTANOYL-COA DIOXYGENASE DOMAIN CONTAINING 1,NZ_CP118496|c2987152-3059354|3003982-3004809|+|PVK79_RS12940|phytanoyl-CoA_dioxygenase_family_protein|WP_257325810.1,PANTHER,PTHR20883,,Unintegrated,Unintegrated,PHYTANOYL-COA DIOXYGENASE DOMAIN CONTAINING 1
Clavaminate synthase-like,NZ_CP118496|c2987152-3059354|3003982-3004809|+|PVK79_RS12940|phytanoyl-CoA_dioxygenase_family_protein|WP_257325810.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
,NZ_JACHJE010000011|c179541-200633|179568-180389|+|FHS32_RS23675|glucosamine-6-phosphate_deaminase|WP_221492507.1,GENE3D,G3DSA:3.40.50.1360,,Unintegrated,Unintegrated,
PRK00443.1-4,NZ_JACHJE010000011|c179541-200633|179568-180389|+|FHS32_RS23675|glucosamine-6-phosphate_deaminase|WP_221492507.1,NCBIFAM,NF001684,,Unintegrated,Unintegrated,PRK00443.1-4
,NZ_RBXJ01000003|c260242-282840|268499-269272|-|DEU34_RS13415|glucosamine-6-phosphate_deaminase|WP_121151055.1,GENE3D,G3DSA:3.40.50.1360,,Unintegrated,Unintegrated,
PRK00443.1-4,NZ_RBXJ01000003|c260242-282840|268499-269272|-|DEU34_RS13415|glucosamine-6-phosphate_deaminase|WP_121151055.1,NCBIFAM,NF001684,,Unintegrated,Unintegrated,PRK00443.1-4
DNA-BINDING TRANSCRIPTIONAL ACTIVATOR DEVR_DOSR,NZ_JABBGM010000014|c56424-81238|71298-72065|-|HHL27_RS19875|LuxR_family_transcriptional_regulator|WP_169495138.1,PANTHER,PTHR44688,,Unintegrated,Unintegrated,DNA-BINDING TRANSCRIPTIONAL ACTIVATOR DEVR_DOSR
HTH_TipAL-Mta,NZ_CP072827|c4112628-4195927|4184847-4185605|+|J7W19_RS17940|MerR_family_transcriptional_regulator|WP_004940355.1,CDD,cd01106,,Unintegrated,Unintegrated,HTH_TipAL-Mta
,NZ_CP072827|c4112628-4195927|4184847-4185605|+|J7W19_RS17940|MerR_family_transcriptional_regulator|WP_004940355.1,GENE3D,G3DSA:1.10.1660.10,,Unintegrated,Unintegrated,
HTH_TipAL-Mta,NZ_CP101750|c4871618-4946001|4887978-4888736|+|NOO62_RS22355|MerR_family_transcriptional_regulator|WP_268772670.1,CDD,cd01106,,Unintegrated,Unintegrated,HTH_TipAL-Mta
,NZ_CP101750|c4871618-4946001|4887978-4888736|+|NOO62_RS22355|MerR_family_transcriptional_regulator|WP_268772670.1,GENE3D,G3DSA:1.10.1660.10,,Unintegrated,Unintegrated,
HTH_TipAL-Mta,NZ_CP034587|c3934469-4014047|4011728-4012483|+|EKH77_RS17705|MerR_family_transcriptional_regulator|WP_126915329.1,CDD,cd01106,,Unintegrated,Unintegrated,HTH_TipAL-Mta
Coil,NZ_CP034587|c3934469-4014047|4011728-4012483|+|EKH77_RS17705|MerR_family_transcriptional_regulator|WP_126915329.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
,NZ_CP034587|c3934469-4014047|4011728-4012483|+|EKH77_RS17705|MerR_family_transcriptional_regulator|WP_126915329.1,GENE3D,G3DSA:1.10.1660.10,,Unintegrated,Unintegrated,
,NZ_KN708638|c661099-703610|678350-679096|+|RZ84_RS02980|3-oxoacyl-ACP_reductase_FabG|WP_043262977.1,GENE3D,G3DSA:3.40.50.720,,Unintegrated,Unintegrated,
PKS_KR,NZ_KN708638|c661099-703610|678350-679096|+|RZ84_RS02980|3-oxoacyl-ACP_reductase_FabG|WP_043262977.1,SMART,SM00822,,Unintegrated,Unintegrated,PKS_KR
PRK07231.1,NZ_KN708638|c661099-703610|678350-679096|+|RZ84_RS02980|3-oxoacyl-ACP_reductase_FabG|WP_043262977.1,NCBIFAM,NF005559,,Unintegrated,Unintegrated,PRK07231.1
PRK12826.1-2,NZ_KN708638|c661099-703610|678350-679096|+|RZ84_RS02980|3-oxoacyl-ACP_reductase_FabG|WP_043262977.1,NCBIFAM,NF009466,,Unintegrated,Unintegrated,PRK12826.1-2
,NZ_AP023355|c665108-709776|697755-698459|+|Athai_RS03215|3-oxoacyl-ACP_reductase_FabG|WP_203960081.1,GENE3D,G3DSA:3.40.50.720,,Unintegrated,Unintegrated,
PRK12826.1-2,NZ_AP023355|c665108-709776|697755-698459|+|Athai_RS03215|3-oxoacyl-ACP_reductase_FabG|WP_203960081.1,NCBIFAM,NF009466,,Unintegrated,Unintegrated,PRK12826.1-2
PKS_KR,NZ_AP023355|c665108-709776|697755-698459|+|Athai_RS03215|3-oxoacyl-ACP_reductase_FabG|WP_203960081.1,SMART,SM00822,,Unintegrated,Unintegrated,PKS_KR
,NZ_CP051010|c6476332-6539106|6492558-6493229|+|HEP87_RS29840|response_regulator_transcription_factor|WP_168509944.1,GENE3D,G3DSA:3.40.50.2300,,Unintegrated,Unintegrated,
REC_NarL-like,NZ_CP051010|c6476332-6539106|6492558-6493229|+|HEP87_RS29840|response_regulator_transcription_factor|WP_168509944.1,CDD,cd17535,,Unintegrated,Unintegrated,REC_NarL-like
,NZ_RQJW01000003|c1146670-1209458|1192632-1193303|-|EHO50_RS14075|response_regulator_transcription_factor|WP_128430379.1,GENE3D,G3DSA:3.40.50.2300,,Unintegrated,Unintegrated,
REC_NarL-like,NZ_RQJW01000003|c1146670-1209458|1192632-1193303|-|EHO50_RS14075|response_regulator_transcription_factor|WP_128430379.1,CDD,cd17535,,Unintegrated,Unintegrated,REC_NarL-like
,NZ_CP095864|c1556118-1627032|1562316-1562978|+|MYK68_RS07180|response_regulator_transcription_factor|WP_247867186.1,GENE3D,G3DSA:3.40.50.2300,,Unintegrated,Unintegrated,
respo_reg_MadR,NZ_CP095864|c1556118-1627032|1562316-1562978|+|MYK68_RS07180|response_regulator_transcription_factor|WP_247867186.1,NCBIFAM,NF047785,,Unintegrated,Unintegrated,respo_reg_MadR
REC_NarL-like,NZ_CP095864|c1556118-1627032|1562316-1562978|+|MYK68_RS07180|response_regulator_transcription_factor|WP_247867186.1,CDD,cd17535,,Unintegrated,Unintegrated,REC_NarL-like
REC_NarL-like,NZ_AP024745|c8798844-8821525|8814585-8815229|-|L3i22_RS39520|response_regulator_transcription_factor|WP_221322574.1,CDD,cd17535,,Unintegrated,Unintegrated,REC_NarL-like
,NZ_AP024745|c8798844-8821525|8814585-8815229|-|L3i22_RS39520|response_regulator_transcription_factor|WP_221322574.1,GENE3D,G3DSA:3.40.50.2300,,Unintegrated,Unintegrated,
,NZ_BMVR01000003|c578507-619605|583522-584166|-|IE274_RS09620|response_regulator_transcription_factor|WP_190115189.1,GENE3D,G3DSA:3.40.50.2300,,Unintegrated,Unintegrated,
REC_NarL-like,NZ_BMVR01000003|c578507-619605|583522-584166|-|IE274_RS09620|response_regulator_transcription_factor|WP_190115189.1,CDD,cd17535,,Unintegrated,Unintegrated,REC_NarL-like
SKFA PEPTIDE EXPORT ATP-BINDING PROTEIN SKFE,NZ_JAEACL010000001|c442017-463719|451239-451868|-|I5F14_RS02360|ATP-binding_cassette_domain-containing_protein|WP_202646805.1,PANTHER,PTHR43158,,Unintegrated,Unintegrated,SKFA PEPTIDE EXPORT ATP-BINDING PROTEIN SKFE
ABC_ATPase,NZ_LUUT01000004|c917477-939179|926699-927328|-|A6751_RS19885|ATP-binding_cassette_domain-containing_protein|WP_059335307.1,CDD,cd00267,,Unintegrated,Unintegrated,ABC_ATPase
SKFA PEPTIDE EXPORT ATP-BINDING PROTEIN SKFE,NZ_LUUT01000004|c917477-939179|926699-927328|-|A6751_RS19885|ATP-binding_cassette_domain-containing_protein|WP_059335307.1,PANTHER,PTHR43158,,Unintegrated,Unintegrated,SKFA PEPTIDE EXPORT ATP-BINDING PROTEIN SKFE
"Umud Fragment, subunit A",NZ_LIGH01000001|c5342002-5382682|5359588-5360130|+|ADU23_RS22595|signal_peptidase_I|WP_053375805.1,GENE3D,G3DSA:2.10.109.10,,Unintegrated,Unintegrated,"Umud Fragment, subunit A"
unknown,NZ_LIGH01000001|c5342002-5382682|5359588-5360130|+|ADU23_RS22595|signal_peptidase_I|WP_053375805.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,NZ_LIGH01000001|c5342002-5382682|5359588-5360130|+|ADU23_RS22595|signal_peptidase_I|WP_053375805.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,NZ_LIGH01000001|c5342002-5382682|5359588-5360130|+|ADU23_RS22595|signal_peptidase_I|WP_053375805.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,NZ_LIGH01000001|c5342002-5382682|5359588-5360130|+|ADU23_RS22595|signal_peptidase_I|WP_053375805.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
"Umud Fragment, subunit A",NZ_MAQX01000001|c711173-751852|728759-729301|+|A7975_RS03440|signal_peptidase_I|WP_053375805.1,GENE3D,G3DSA:2.10.109.10,,Unintegrated,Unintegrated,"Umud Fragment, subunit A"
unknown,NZ_MAQX01000001|c711173-751852|728759-729301|+|A7975_RS03440|signal_peptidase_I|WP_053375805.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,NZ_MAQX01000001|c711173-751852|728759-729301|+|A7975_RS03440|signal_peptidase_I|WP_053375805.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,NZ_MAQX01000001|c711173-751852|728759-729301|+|A7975_RS03440|signal_peptidase_I|WP_053375805.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,NZ_MAQX01000001|c711173-751852|728759-729301|+|A7975_RS03440|signal_peptidase_I|WP_053375805.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
unknown,NZ_HF570958|c4426913-4447228|4445016-4445452|+|BN12_RS25865|DUF6328_family_protein|WP_083454803.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,NZ_HF570958|c4426913-4447228|4445016-4445452|+|BN12_RS25865|DUF6328_family_protein|WP_083454803.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,NZ_HF570958|c4426913-4447228|4445016-4445452|+|BN12_RS25865|DUF6328_family_protein|WP_083454803.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_HF570958|c4426913-4447228|4445016-4445452|+|BN12_RS25865|DUF6328_family_protein|WP_083454803.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,NZ_HF570958|c4426913-4447228|4445016-4445452|+|BN12_RS25865|DUF6328_family_protein|WP_083454803.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,NZ_HF570958|c4426913-4447228|4445016-4445452|+|BN12_RS25865|DUF6328_family_protein|WP_083454803.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,NZ_HF570958|c4426913-4447228|4445016-4445452|+|BN12_RS25865|DUF6328_family_protein|WP_083454803.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,NZ_HF570958|c4426913-4447228|4445016-4445452|+|BN12_RS25865|DUF6328_family_protein|WP_083454803.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Non cytoplasmic domain,NZ_HF570958|c4426913-4447228|4445016-4445452|+|BN12_RS25865|DUF6328_family_protein|WP_083454803.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
ALPHA-L-FUCOSIDASE 2,NBC_01021_CP108676_PRJNA747871:OG588_02820,PANTHER,PTHR31084,,Unintegrated,Unintegrated,ALPHA-L-FUCOSIDASE 2
SignalP-noTM,NBC_01021_CP108676_PRJNA747871:OG588_02820,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
SignalP-TM,NBC_01021_CP108676_PRJNA747871:OG588_02820,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
unknown,NBC_01021_CP108676_PRJNA747871:OG588_02820,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,NBC_01021_CP108676_PRJNA747871:OG588_02820,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,NBC_01021_CP108676_PRJNA747871:OG588_02820,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide N-region,NBC_01021_CP108676_PRJNA747871:OG588_02820,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
Signal peptide H-region,NBC_01021_CP108676_PRJNA747871:OG588_02820,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide C-region,NBC_01021_CP108676_PRJNA747871:OG588_02820,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
ALPHA-L-FUCOSIDASE 2,NBC_00117_CP108199_PRJNA747871:OHU25_05605,PANTHER,PTHR31084,,Unintegrated,Unintegrated,ALPHA-L-FUCOSIDASE 2
putative glycoside hydrolase family protein from bacillus halodurans,NBC_00117_CP108199_PRJNA747871:OHU25_05605,GENE3D,G3DSA:2.70.98.50,,Unintegrated,Unintegrated,putative glycoside hydrolase family protein from bacillus halodurans
disorder_prediction,NBC_00117_CP108199_PRJNA747871:OHU25_05605,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00117_CP108199_PRJNA747871:OHU25_05605,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
ALPHA-L-FUCOSIDASE 2,NBC_00119_CP108195_PRJNA747871:OHU69_46140,PANTHER,PTHR31084,,Unintegrated,Unintegrated,ALPHA-L-FUCOSIDASE 2
ALPHA-L-FUCOSIDASE 2,NBC_00145_CP108174_PRJNA747871:OHU19_05345,PANTHER,PTHR31084,,Unintegrated,Unintegrated,ALPHA-L-FUCOSIDASE 2
ALPHA-L-FUCOSIDASE 2,NBC_00147_CP108172_PRJNA747871:OG941_06280,PANTHER,PTHR31084,,Unintegrated,Unintegrated,ALPHA-L-FUCOSIDASE 2
putative glycoside hydrolase family protein from bacillus halodurans,NBC_00147_CP108172_PRJNA747871:OG941_06280,GENE3D,G3DSA:2.70.98.50,,Unintegrated,Unintegrated,putative glycoside hydrolase family protein from bacillus halodurans
disorder_prediction,NBC_00147_CP108172_PRJNA747871:OG941_06280,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00147_CP108172_PRJNA747871:OG941_06280,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
ALPHA-L-FUCOSIDASE 2,NBC_00269_CP108075_PRJNA747871:OHA28_45185,PANTHER,PTHR31084,,Unintegrated,Unintegrated,ALPHA-L-FUCOSIDASE 2
putative glycoside hydrolase family protein from bacillus halodurans,NBC_00269_CP108075_PRJNA747871:OHA28_45185,GENE3D,G3DSA:2.70.98.50,,Unintegrated,Unintegrated,putative glycoside hydrolase family protein from bacillus halodurans
disorder_prediction,NBC_00269_CP108075_PRJNA747871:OHA28_45185,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00269_CP108075_PRJNA747871:OHA28_45185,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
ALPHA-L-FUCOSIDASE 2,NBC_00371_CP107967_PRJNA747871:OHT17_46725,PANTHER,PTHR31084,,Unintegrated,Unintegrated,ALPHA-L-FUCOSIDASE 2
putative glycoside hydrolase family protein from bacillus halodurans,NBC_00371_CP107967_PRJNA747871:OHT17_46725,GENE3D,G3DSA:2.70.98.50,,Unintegrated,Unintegrated,putative glycoside hydrolase family protein from bacillus halodurans
disorder_prediction,NBC_00371_CP107967_PRJNA747871:OHT17_46725,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00371_CP107967_PRJNA747871:OHT17_46725,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
ALPHA-L-FUCOSIDASE 2,NBC_01378_CP109565_PRJNA747871:OG512_04495,PANTHER,PTHR31084,,Unintegrated,Unintegrated,ALPHA-L-FUCOSIDASE 2
ALPHA-L-FUCOSIDASE 2,NBC_01386_CP109558_PRJNA747871:OG581_06195,PANTHER,PTHR31084,,Unintegrated,Unintegrated,ALPHA-L-FUCOSIDASE 2
ALPHA-L-FUCOSIDASE 2,NBC_01453_CP109478_PRJNA747871:OG511_37930,PANTHER,PTHR31084,,Unintegrated,Unintegrated,ALPHA-L-FUCOSIDASE 2
putative glycoside hydrolase family protein from bacillus halodurans,NBC_01453_CP109478_PRJNA747871:OG511_37930,GENE3D,G3DSA:2.70.98.50,,Unintegrated,Unintegrated,putative glycoside hydrolase family protein from bacillus halodurans
disorder_prediction,NBC_01453_CP109478_PRJNA747871:OG511_37930,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_01453_CP109478_PRJNA747871:OG511_37930,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
ALPHA-L-FUCOSIDASE 2,NBC_00009_CP108312_PRJNA747871:OHA58_38225,PANTHER,PTHR31084,,Unintegrated,Unintegrated,ALPHA-L-FUCOSIDASE 2
"Glutamine synthetase/guanido kinase, catalytic domain",NBC_00294_CP108043_PRJNA747871:OHB23_20000,GENE3D,G3DSA:3.30.590.10,,Unintegrated,Unintegrated,"Glutamine synthetase/guanido kinase, catalytic domain"
,NBC_00294_CP108043_PRJNA747871:OHB23_20000,GENE3D,G3DSA:1.20.120.1560,,Unintegrated,Unintegrated,
"Glutamine synthetase/guanido kinase, catalytic domain",NBC_00297_CP108041_PRJNA747871:OG947_05325,GENE3D,G3DSA:3.30.590.10,,Unintegrated,Unintegrated,"Glutamine synthetase/guanido kinase, catalytic domain"
,NBC_00297_CP108041_PRJNA747871:OG947_05325,GENE3D,G3DSA:1.20.120.1560,,Unintegrated,Unintegrated,
disorder_prediction,NBC_00220_CP108111_PRJNA747871:OG615_22795,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00220_CP108111_PRJNA747871:OG615_22795,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00324_CP108016_PRJNA747871:OHV97_18950,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00324_CP108016_PRJNA747871:OHV97_18950,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00131_CP108334_PRJNA747871:OG603_20580,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00701_CP109003_PRJNA747871:OG523_22850,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00701_CP109003_PRJNA747871:OG523_22850,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00040_CP108287_PRJNA747871:OG374_19495,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
PLL_lectin,NBC_01510_CP109418_PRJNA747871:OG558_15410,CDD,cd22954,,Unintegrated,Unintegrated,PLL_lectin
,NBC_01510_CP109418_PRJNA747871:OG558_15410,GENE3D,G3DSA:2.120.10.70,,Unintegrated,Unintegrated,
Fucose-specific lectin,NBC_01510_CP109418_PRJNA747871:OG558_15410,SUPERFAMILY,SSF89372,,Unintegrated,Unintegrated,Fucose-specific lectin
Fucose-specific lectin,NBC_01510_CP109418_PRJNA747871:OG558_15410,SUPERFAMILY,SSF89372,,Unintegrated,Unintegrated,Fucose-specific lectin
disorder_prediction,NBC_01547_CP109377_PRJNA747871:OH787_21790,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_01568_CP109349_PRJNA747871:OH790_22695,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_01439_CP109487_PRJNA747871:OG207_24150,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
Coil,NBC_00319_CP108021_PRJNA747871:OG579_03030,COILS,Coil,,Unintegrated,Unintegrated,Coil
PRK05218.1,NBC_00319_CP108021_PRJNA747871:OG579_03030,NCBIFAM,NF003555,,Unintegrated,Unintegrated,PRK05218.1
HATPase_c_3,NBC_00319_CP108021_PRJNA747871:OG579_03030,PFAM,PF13589,,Unintegrated,Unintegrated,HATPase_c_3
disorder_prediction,NBC_00319_CP108021_PRJNA747871:OG579_03030,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00319_CP108021_PRJNA747871:OG579_03030,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NBC_00319_CP108021_PRJNA747871:OG579_03030,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
,NBC_00319_CP108021_PRJNA747871:OG579_03030,GENE3D,G3DSA:3.30.230.80,,Unintegrated,Unintegrated,
,NBC_00319_CP108021_PRJNA747871:OG579_03030,GENE3D,G3DSA:3.40.50.11260,,Unintegrated,Unintegrated,
SignalP-TM,NBC_01250_CP108476_PRJNA747871:OG500_28545,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
unknown,NBC_01250_CP108476_PRJNA747871:OG500_28545,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,NBC_01250_CP108476_PRJNA747871:OG500_28545,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,NBC_01250_CP108476_PRJNA747871:OG500_28545,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide N-region,NBC_01250_CP108476_PRJNA747871:OG500_28545,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
Signal peptide H-region,NBC_01250_CP108476_PRJNA747871:OG500_28545,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide C-region,NBC_01250_CP108476_PRJNA747871:OG500_28545,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
SignalP-noTM,NBC_01302_CP108404_PRJNA747871:OG294_30205,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
SignalP-TM,NBC_01302_CP108404_PRJNA747871:OG294_30205,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
unknown,NBC_01302_CP108404_PRJNA747871:OG294_30205,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,NBC_01302_CP108404_PRJNA747871:OG294_30205,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,NBC_01302_CP108404_PRJNA747871:OG294_30205,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide N-region,NBC_01302_CP108404_PRJNA747871:OG294_30205,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
Signal peptide H-region,NBC_01302_CP108404_PRJNA747871:OG294_30205,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide C-region,NBC_01302_CP108404_PRJNA747871:OG294_30205,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
unknown,NBC_00060_CP108253_PRJNA747871:OHV25_36620,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
TPP_enzymes,NBC_00060_CP108253_PRJNA747871:OHV25_36620,CDD,cd00568,,Unintegrated,Unintegrated,TPP_enzymes
TPP_PYR_POX_like,NBC_00060_CP108253_PRJNA747871:OHV25_36620,CDD,cd07035,,Unintegrated,Unintegrated,TPP_PYR_POX_like
,NBC_00060_CP108253_PRJNA747871:OHV25_36620,GENE3D,G3DSA:3.40.50.970,,Unintegrated,Unintegrated,
,NBC_00060_CP108253_PRJNA747871:OHV25_36620,GENE3D,G3DSA:3.40.50.970,,Unintegrated,Unintegrated,
,NBC_00060_CP108253_PRJNA747871:OHV25_36620,GENE3D,G3DSA:3.40.50.1220,,Unintegrated,Unintegrated,
unknown,NBC_00150_CP108166_PRJNA747871:OHB58_03220,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
TPP_enzymes,NBC_00150_CP108166_PRJNA747871:OHB58_03220,CDD,cd00568,,Unintegrated,Unintegrated,TPP_enzymes
TPP_PYR_POX_like,NBC_00150_CP108166_PRJNA747871:OHB58_03220,CDD,cd07035,,Unintegrated,Unintegrated,TPP_PYR_POX_like
,NBC_00150_CP108166_PRJNA747871:OHB58_03220,GENE3D,G3DSA:3.40.50.970,,Unintegrated,Unintegrated,
,NBC_00150_CP108166_PRJNA747871:OHB58_03220,GENE3D,G3DSA:3.40.50.970,,Unintegrated,Unintegrated,
,NBC_00150_CP108166_PRJNA747871:OHB58_03220,GENE3D,G3DSA:3.40.50.1220,,Unintegrated,Unintegrated,
unknown,NBC_00224_CP108106_PRJNA747871:OG965_03220,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
TPP_enzymes,NBC_00224_CP108106_PRJNA747871:OG965_03220,CDD,cd00568,,Unintegrated,Unintegrated,TPP_enzymes
TPP_PYR_POX_like,NBC_00224_CP108106_PRJNA747871:OG965_03220,CDD,cd07035,,Unintegrated,Unintegrated,TPP_PYR_POX_like
